X1,Year_draft,Rd,Pk,Tm_draft,Player_draft,Age_draft,Pos_draft,Born,College,From,To,G_draft,MP_draft,PTS,TRB,AST,STL,BLK,FGPercentage,TwoPPercentage,ThreePPercentage,FTPercentage,WS_draft,WSPer48_draft,mergename,Player_season,Pos_season,Age_season,Tm_season,G_season,MP_season,PER,TSPercentage,ThreePAr,FTr,ORBPercentage,DRBPercentage,TRBPercentage,ASTPercentage,STLPercentage,BLKPercentage,TOVPercentage,USGPercentage,OWS,DWS,WS_season,WSPer48_season,OBPM,DBPM,BPM,VORP,Year_season,projage,agecheck,sincedrafted
1847,2007,1,12,PHI,Thaddeus Young,19.011,F,us,Georgia Institute of Technology,2008,2018,820,30.7,13.4,5.9,1.6,1.5,0.4,0.499,0.521,0.326,0.675,52.7,0.1,thaddeusyoung,Thaddeus Young,PF,22,PHI,82,2135,18.4,0.5660000000000001,0.026000000000000002,0.205,8.3,15.2,11.7,6.7,2.2,0.9,9.7,22.1,3.2,3,6.2,0.139,0.3,0,0.3,1.2,2011,23.011,1.0109999999999992,4
1848,2007,1,12,PHI,Thaddeus Young,19.011,F,us,Georgia Institute of Technology,2008,2018,820,30.7,13.4,5.9,1.6,1.5,0.4,0.499,0.521,0.326,0.675,52.7,0.1,thaddeusyoung,Thaddeus Young,PF,23,PHI,63,1755,18.9,0.5379999999999999,0.006,0.21,8.6,12,10.3,7.3,2,1.8,6.8,21.5,3.4,2.9,6.3,0.171,0.7,0.9,1.6,1.6,2012,24.011,1.0109999999999992,5
1857,2007,1,13,NOK,Julian Wright,20.044,F,us,University of Kansas,2008,2011,231,13.2,3.9,2.3,0.8,0.6,0.3,0.499,0.519,0.262,0.584,3.9,0.061,julianwright,Julian Wright,SF,20,NOH,57,640,15.4,0.581,0.142,0.308,5.9,15.7,10.7,9.5,2.4,1.5,15.1,16.4,0.7,0.9,1.7,0.126,-1,1.6,0.6,0.4,2008,21.044,1.0440000000000005,1
1858,2007,1,13,NOK,Julian Wright,20.044,F,us,University of Kansas,2008,2011,231,13.2,3.9,2.3,0.8,0.6,0.3,0.499,0.519,0.262,0.584,3.9,0.061,julianwright,Julian Wright,SF,21,NOH,54,772,12.6,0.479,0.09,0.128,7.2,16.6,11.9,9.4,2.5,2.1,14.8,18.1,-0.4,1.2,0.8,0.048,-3.7,1.6,-2.1,0,2009,22.044,1.0440000000000005,2
1859,2007,1,13,NOK,Julian Wright,20.044,F,us,University of Kansas,2008,2011,231,13.2,3.9,2.3,0.8,0.6,0.3,0.499,0.519,0.262,0.584,3.9,0.061,julianwright,Julian Wright,SF,22,NOH,68,871,11.8,0.518,0.026000000000000002,0.177,7.7,11.8,9.7,7,1.7,1.6,15,15.4,0.2,0.6,0.8,0.044000000000000004,-3,0.2,-2.8,-0.2,2010,23.044,1.0440000000000005,3
1860,2007,1,13,NOK,Julian Wright,20.044,F,us,University of Kansas,2008,2011,231,13.2,3.9,2.3,0.8,0.6,0.3,0.499,0.519,0.262,0.584,3.9,0.061,julianwright,Julian Wright,SF,23,TOR,52,766,12.1,0.525,0.063,0.26899999999999996,7.1,11.3,9.1,11,2.6,2,19.4,13,0.2,0.4,0.6,0.038,-1.6,1.2,-0.4,0.3,2011,24.044,1.0440000000000005,4
1861,2007,1,14,LAC,Al Thornton,23.209,F,us,Florida State University,2008,2011,296,28,11.9,4.2,1.2,0.6,0.5,0.452,0.467,0.293,0.747,6.1,0.035,althornton,Al Thornton,PF,24,LAC,79,2158,12.7,0.504,0.149,0.331,5.2,14,9.6,8.4,1.1,1.5,11.4,24.1,-0.5,1.6,1.1,0.025,-2.5,-1.3,-3.8,-1,2008,24.209,0.20899999999999963,1
1862,2007,1,14,LAC,Al Thornton,23.209,F,us,Florida State University,2008,2011,296,28,11.9,4.2,1.2,0.6,0.5,0.452,0.467,0.293,0.747,6.1,0.035,althornton,Al Thornton,SF,25,LAC,71,2654,12.6,0.502,0.075,0.298,5.2,11,8,6.9,1.2,1.7,9.9,22.6,0.2,1,1.3,0.023,-2.3,-1.2,-3.5,-1,2009,25.209,0.20899999999999963,2
1864,2007,1,14,LAC,Al Thornton,23.209,F,us,Florida State University,2008,2011,296,28,11.9,4.2,1.2,0.6,0.5,0.452,0.467,0.293,0.747,6.1,0.035,althornton,Al Thornton,SF,26,LAC,51,1405,11.6,0.526,0.03,0.302,7,8.9,7.9,7.2,0.9,1.2,11.2,18.9,1,0.5,1.5,0.05,-1.8,-1.2,-3,-0.4,2010,26.209,0.20899999999999963,3
1865,2007,1,14,LAC,Al Thornton,23.209,F,us,Florida State University,2008,2011,296,28,11.9,4.2,1.2,0.6,0.5,0.452,0.467,0.293,0.747,6.1,0.035,althornton,Al Thornton,SF,26,WAS,24,674,12.1,0.517,0.079,0.33299999999999996,5.2,12.3,8.7,7.1,1.6,1.5,12.7,19.1,0.2,0.5,0.7,0.051,-2,-0.1,-2,0,2010,26.209,0.20899999999999963,3
1867,2007,1,14,LAC,Al Thornton,23.209,F,us,Florida State University,2008,2011,296,28,11.9,4.2,1.2,0.6,0.5,0.452,0.467,0.293,0.747,6.1,0.035,althornton,Al Thornton,SF,27,WAS,49,1069,11.8,0.525,0.076,0.327,4.7,12.2,8.3,7.7,1.3,0.6,10.5,17.3,0.9,0.4,1.3,0.057999999999999996,-1.9,-1.5,-3.4,-0.4,2011,27.209,0.20899999999999963,4
1868,2007,1,14,LAC,Al Thornton,23.209,F,us,Florida State University,2008,2011,296,28,11.9,4.2,1.2,0.6,0.5,0.452,0.467,0.293,0.747,6.1,0.035,althornton,Al Thornton,PF,27,GSW,22,314,11.3,0.5489999999999999,0.01,0.337,3.5,17.4,10.3,5.3,1.1,0.7,14.3,19.6,0.1,0.2,0.3,0.042,-4.5,-2.7,-7.3,-0.4,2011,27.209,0.20899999999999963,4
1869,2007,1,15,DET,Rodney Stuckey,21.073,G,us,Eastern Washington University,2008,2017,651,27.5,12.6,2.9,3.6,0.9,0.1,0.423,0.442,0.3,0.8240000000000001,28.7,0.077,rodneystuckey,Rodney Stuckey,PG,21,DET,57,1081,13.8,0.484,0.042,0.408,3.5,10.8,7.1,23.9,2.5,0.4,14.8,23.1,0.4,1.6,2,0.09,-1.6,0.5,-1.1,0.3,2008,22.073,1.0730000000000004,1
1870,2007,1,15,DET,Rodney Stuckey,21.073,G,us,Eastern Washington University,2008,2017,651,27.5,12.6,2.9,3.6,0.9,0.1,0.423,0.442,0.3,0.8240000000000001,28.7,0.077,rodneystuckey,Rodney Stuckey,PG,22,DET,79,2517,14.8,0.508,0.085,0.318,3.2,9.8,6.5,26.1,1.7,0.3,14.3,23,1.7,2.2,3.8,0.073,0,-0.5,-0.5,1,2009,23.073,1.0730000000000004,2
1871,2007,1,15,DET,Rodney Stuckey,21.073,G,us,Eastern Washington University,2008,2017,651,27.5,12.6,2.9,3.6,0.9,0.1,0.423,0.442,0.3,0.8240000000000001,28.7,0.077,rodneystuckey,Rodney Stuckey,PG,23,DET,73,2499,15.6,0.479,0.071,0.324,3.1,11.1,6.8,24.7,2.2,0.4,11.4,26.4,1.4,1.3,2.7,0.052000000000000005,0.2,-1,-0.8,0.7,2010,24.073,1.0730000000000004,3
1872,2007,1,15,DET,Rodney Stuckey,21.073,G,us,Eastern Washington University,2008,2017,651,27.5,12.6,2.9,3.6,0.9,0.1,0.423,0.442,0.3,0.8240000000000001,28.7,0.077,rodneystuckey,Rodney Stuckey,PG,24,DET,70,2183,18.4,0.544,0.109,0.461,3.7,8.6,6,27.5,1.9,0.4,13.5,24.5,4.4,0.6,5,0.111,2.3,-2,0.3,1.3,2011,25.073,1.0730000000000004,4
1873,2007,1,15,DET,Rodney Stuckey,21.073,G,us,Eastern Washington University,2008,2017,651,27.5,12.6,2.9,3.6,0.9,0.1,0.423,0.442,0.3,0.8240000000000001,28.7,0.077,rodneystuckey,Rodney Stuckey,SG,25,DET,55,1644,17.6,0.55,0.174,0.536,2.7,7.8,5.2,22.7,1.4,0.5,12.6,23.7,3.8,0.7,4.5,0.131,2.2,-2.4,-0.2,0.8,2012,26.073,1.0730000000000004,5
1879,2007,1,16,WAS,Nick Young,22.031999999999996,G-F,us,University of Southern California,2008,2018,716,22.9,11.4,2,1,0.6,0.2,0.418,0.446,0.376,0.836,18.6,0.054000000000000006,nickyoung,Nick Young,SG,22,WAS,75,1158,11.6,0.527,0.209,0.259,2.3,9.6,5.8,9.6,1.6,0.5,15,24.9,-0.1,0.6,0.4,0.017,-2.5,-3.1,-5.6,-1.1,2008,23.031999999999996,1.0319999999999965,1
1880,2007,1,16,WAS,Nick Young,22.031999999999996,G-F,us,University of Southern California,2008,2018,716,22.9,11.4,2,1,0.6,0.2,0.418,0.446,0.376,0.836,18.6,0.054000000000000006,nickyoung,Nick Young,SG,23,WAS,82,1837,13.1,0.53,0.217,0.255,1.9,7.8,4.8,9,1.1,0.9,9.9,23.1,1.2,-0.1,1.2,0.03,-1.1,-3.8,-4.9,-1.3,2009,24.031999999999996,1.0319999999999965,2
1881,2007,1,16,WAS,Nick Young,22.031999999999996,G-F,us,University of Southern California,2008,2018,716,22.9,11.4,2,1,0.6,0.2,0.418,0.446,0.376,0.836,18.6,0.054000000000000006,nickyoung,Nick Young,SG,24,WAS,74,1421,10.7,0.519,0.305,0.233,1.6,6.7,4.1,5.7,1,0.4,8.3,21.4,0.9,0.5,1.4,0.046,-1.2,-3.3,-4.5,-0.9,2010,25.031999999999996,1.0319999999999965,3
1882,2007,1,16,WAS,Nick Young,22.031999999999996,G-F,us,University of Southern California,2008,2018,716,22.9,11.4,2,1,0.6,0.2,0.418,0.446,0.376,0.836,18.6,0.054000000000000006,nickyoung,Nick Young,SG,25,WAS,64,2034,14.5,0.5379999999999999,0.29,0.244,1.4,8.6,4.9,6.6,1.1,0.6,8,24.4,2.3,0.4,2.8,0.065,0.5,-3.5,-3,-0.5,2011,26.031999999999996,1.0319999999999965,4
1884,2007,1,16,WAS,Nick Young,22.031999999999996,G-F,us,University of Southern California,2008,2018,716,22.9,11.4,2,1,0.6,0.2,0.418,0.446,0.376,0.836,18.6,0.054000000000000006,nickyoung,Nick Young,SG,26,WAS,40,1211,14.2,0.513,0.33299999999999996,0.22,1.8,7.2,4.5,6.8,1.3,0.7,8.3,26.1,1.1,0.4,1.5,0.059000000000000004,0.6,-3.7,-3.2,-0.4,2012,27.031999999999996,1.0319999999999965,5
1885,2007,1,16,WAS,Nick Young,22.031999999999996,G-F,us,University of Southern California,2008,2018,716,22.9,11.4,2,1,0.6,0.2,0.418,0.446,0.376,0.836,18.6,0.054000000000000006,nickyoung,Nick Young,SG,26,LAC,22,518,9.9,0.509,0.44,0.20199999999999999,2.5,5.8,4.1,3.1,1.5,1,10.2,20.9,0.2,0.2,0.4,0.04,-1.2,-2.7,-3.8,-0.2,2012,27.031999999999996,1.0319999999999965,5
1892,2007,1,17,NJN,Sean Williams,20.293,C-F,us,Boston College,2008,2012,137,14.4,4.2,3.4,0.3,0.3,1.2,0.511,0.512,0,0.624,3,0.073,seanwilliams,Sean Williams,C,21,NJN,73,1278,13.9,0.563,0,0.436,10.4,18.8,14.6,3.7,1.1,6.5,16.1,15.5,0.8,1.7,2.5,0.09300000000000001,-3.6,2.1,-1.6,0.1,2008,21.293,0.29299999999999926,1
1893,2007,1,17,NJN,Sean Williams,20.293,C-F,us,Boston College,2008,2012,137,14.4,4.2,3.4,0.3,0.3,1.2,0.511,0.512,0,0.624,3,0.073,seanwilliams,Sean Williams,PF,22,NJN,33,366,8.8,0.465,0,0.444,10.9,14.8,12.9,5.4,1,6.5,18.9,13.6,-0.1,0.4,0.3,0.036000000000000004,-4.8,2.4,-2.4,0,2009,22.293,0.29299999999999926,2
1894,2007,1,17,NJN,Sean Williams,20.293,C-F,us,Boston College,2008,2012,137,14.4,4.2,3.4,0.3,0.3,1.2,0.511,0.512,0,0.624,3,0.073,seanwilliams,Sean Williams,PF,23,NJN,20,227,7,0.45299999999999996,0.02,0.38799999999999996,10.2,13.3,11.7,0.7,1.9,6.2,25.9,15.6,-0.4,0.3,-0.2,-0.036000000000000004,-7.8,1.2,-6.6,-0.3,2010,23.293,0.29299999999999926,3
1896,2007,1,17,NJN,Sean Williams,20.293,C-F,us,Boston College,2008,2012,137,14.4,4.2,3.4,0.3,0.3,1.2,0.511,0.512,0,0.624,3,0.073,seanwilliams,Sean Williams,C,25,DAL,8,65,18.8,0.778,0,0.375,15.7,6.9,11.2,5.5,0.8,6.1,27.3,18.3,0.2,0.1,0.2,0.182,1.1,1.7,2.7,0.1,2012,25.293,0.29299999999999926,5
1897,2007,1,17,NJN,Sean Williams,20.293,C-F,us,Boston College,2008,2012,137,14.4,4.2,3.4,0.3,0.3,1.2,0.511,0.512,0,0.624,3,0.073,seanwilliams,Sean Williams,C,25,BOS,3,42,18.6,0.606,0,1.167,11.8,21.4,16.8,10.4,3.8,5.5,24.8,13.8,0.1,0.1,0.2,0.226,-1.7,6.7,5.1,0.1,2012,25.293,0.29299999999999926,5
1898,2007,1,18,GSW,Marco Belinelli,21.1,G-F,it,NA,2008,2018,724,23.3,9.9,2,1.7,0.6,0.1,0.42700000000000005,0.467,0.377,0.841,27.2,0.077,marcobelinelli,Marco Belinelli,SG,21,GSW,33,241,8.2,0.49,0.441,0.09699999999999999,1.3,5.1,3.1,8.8,1,0,11,19.1,0,0,0,-0.002,-2.8,-4.3,-7.2,-0.3,2008,22.1,1.1000000000000014,1
1899,2007,1,18,GSW,Marco Belinelli,21.1,G-F,it,NA,2008,2018,724,23.3,9.9,2,1.7,0.6,0.1,0.42700000000000005,0.467,0.377,0.841,27.2,0.077,marcobelinelli,Marco Belinelli,SG,22,GSW,42,882,11.8,0.547,0.413,0.16399999999999998,1.2,7.5,4.4,15.3,2,0.1,14.8,19.3,0.4,0.1,0.5,0.027999999999999997,-0.2,-3,-3.2,-0.3,2009,23.1,1.1000000000000014,2
1900,2007,1,18,GSW,Marco Belinelli,21.1,G-F,it,NA,2008,2018,724,23.3,9.9,2,1.7,0.6,0.1,0.42700000000000005,0.467,0.377,0.841,27.2,0.077,marcobelinelli,Marco Belinelli,SG,23,TOR,66,1121,12.6,0.5429999999999999,0.41700000000000004,0.319,1.5,8.3,5,11.8,1.9,0.3,12.2,20.1,0.9,0.2,1.2,0.049,0.4,-2.6,-2.2,-0.1,2010,24.1,1.1000000000000014,3
1901,2007,1,18,GSW,Marco Belinelli,21.1,G-F,it,NA,2008,2018,724,23.3,9.9,2,1.7,0.6,0.1,0.42700000000000005,0.467,0.377,0.841,27.2,0.077,marcobelinelli,Marco Belinelli,SG,24,NOH,80,1957,12.1,0.56,0.469,0.18100000000000002,1.1,8.4,4.7,8,1.1,0.3,9.4,20,1.9,1.5,3.4,0.084,0.7,-1.7,-1.1,0.5,2011,25.1,1.1000000000000014,4
1902,2007,1,18,GSW,Marco Belinelli,21.1,G-F,it,NA,2008,2018,724,23.3,9.9,2,1.7,0.6,0.1,0.42700000000000005,0.467,0.377,0.841,27.2,0.077,marcobelinelli,Marco Belinelli,SG,25,NOH,66,1966,11.9,0.525,0.414,0.188,1.2,9.1,5.2,8.9,1.3,0.2,8.5,19.5,1.9,1,2.9,0.071,0.5,-1.8,-1.4,0.3,2012,26.1,1.1000000000000014,5
1912,2007,1,19,LAL,Javaris Crittenton,19.184,G,us,Georgia Institute of Technology,2008,2009,113,16.4,5.3,2.4,1.8,0.5,0.1,0.442,0.466,0.231,0.638,0.1,0.002,javariscrittenton,Javaris Crittenton,SG,20,LAL,22,171,11,0.551,0.057,0.528,4.7,8.7,6.8,15.7,2.1,0,25.2,22.5,-0.1,0.2,0,0.013000000000000001,-4.1,-1.4,-5.5,-0.2,2008,20.184,0.18400000000000105,1
1913,2007,1,19,LAL,Javaris Crittenton,19.184,G,us,Georgia Institute of Technology,2008,2009,113,16.4,5.3,2.4,1.8,0.5,0.1,0.442,0.466,0.231,0.638,0.1,0.002,javariscrittenton,Javaris Crittenton,SG,20,MEM,28,508,11,0.483,0.18899999999999997,0.42200000000000004,4.4,15.4,9.8,10.3,1.2,0.3,13.4,21.6,-0.2,0.2,0,0.001,-3.4,-2,-5.4,-0.4,2008,20.184,0.18400000000000105,1
1915,2007,1,19,LAL,Javaris Crittenton,19.184,G,us,Georgia Institute of Technology,2008,2009,113,16.4,5.3,2.4,1.8,0.5,0.1,0.442,0.466,0.231,0.638,0.1,0.002,javariscrittenton,Javaris Crittenton,SG,21,MEM,7,44,13.2,0.479,0.067,0.733,11,5.7,8.4,20.1,1.2,0,13.1,24.3,0,0,0,0.025,-1,-3.3,-4.3,0,2009,21.184,0.18400000000000105,2
1916,2007,1,19,LAL,Javaris Crittenton,19.184,G,us,Georgia Institute of Technology,2008,2009,113,16.4,5.3,2.4,1.8,0.5,0.1,0.442,0.466,0.231,0.638,0.1,0.002,javariscrittenton,Javaris Crittenton,PG,21,WAS,56,1130,10.3,0.488,0.052000000000000005,0.3,5.4,11.4,8.3,19.7,1.8,0.4,20.5,15.5,-0.3,0.3,0,0,-2.6,-1,-3.6,-0.5,2009,21.184,0.18400000000000105,2
1917,2007,1,20,MIA,Jason Smith,21.123,F-C,us,Colorado State University,2008,2018,596,16.5,6.2,3.4,0.7,0.3,0.7,0.47,0.48,0.332,0.7809999999999999,13.9,0.068,jasonsmith,Jason Smith,PF,21,PHI,76,1107,10.7,0.491,0.045,0.265,8.2,16.6,12.3,2.8,1.1,3.6,12.2,16.1,0.2,1.4,1.5,0.067,-4,0.2,-3.8,-0.5,2008,22.123,1.123000000000001,1
1918,2007,1,20,MIA,Jason Smith,21.123,F-C,us,Colorado State University,2008,2018,596,16.5,6.2,3.4,0.7,0.3,0.7,0.47,0.48,0.332,0.7809999999999999,13.9,0.068,jasonsmith,Jason Smith,PF,23,PHI,56,658,10.6,0.491,0.16699999999999998,0.24100000000000002,9.5,14.7,12.1,7.5,1.7,3.4,15.4,15.8,0.1,0.6,0.7,0.048,-2.7,0.4,-2.3,0,2010,24.123,1.123000000000001,3
1919,2007,1,20,MIA,Jason Smith,21.123,F-C,us,Colorado State University,2008,2018,596,16.5,6.2,3.4,0.7,0.3,0.7,0.47,0.48,0.332,0.7809999999999999,13.9,0.068,jasonsmith,Jason Smith,C,24,NOH,77,1102,10.8,0.49,0.006999999999999999,0.228,9.8,16.9,13.3,5.3,1.3,2.4,13.6,16.9,0.2,1.4,1.6,0.07,-3.6,0.9,-2.7,-0.2,2011,25.123,1.123000000000001,4
1920,2007,1,20,MIA,Jason Smith,21.123,F-C,us,Colorado State University,2008,2018,596,16.5,6.2,3.4,0.7,0.3,0.7,0.47,0.48,0.332,0.7809999999999999,13.9,0.068,jasonsmith,Jason Smith,PF,25,NOH,40,947,16.6,0.537,0.026000000000000002,0.135,9.2,15.3,12.3,6.8,1.2,3.6,9.8,20.4,1.2,1,2.2,0.11,-0.6,0.5,-0.1,0.5,2012,26.123,1.123000000000001,5
1927,2007,1,21,PHI,Daequan Cook,20.066,G,us,Ohio State University,2008,2013,328,18.3,6.4,2.1,0.7,0.4,0.1,0.369,0.38299999999999995,0.359,0.813,4.9,0.039,daequancook,Daequan Cook,SG,20,MIA,59,1441,7.9,0.48,0.46299999999999997,0.111,1.6,13.3,7.4,9.1,0.8,0.5,10.5,19.8,-1,0.6,-0.4,-0.013000000000000001,-2.8,-2.3,-5.1,-1.1,2008,21.066,1.065999999999999,1
1928,2007,1,21,PHI,Daequan Cook,20.066,G,us,Ohio State University,2008,2013,328,18.3,6.4,2.1,0.7,0.4,0.1,0.369,0.38299999999999995,0.359,0.813,4.9,0.039,daequancook,Daequan Cook,SF,21,MIA,75,1833,10.3,0.512,0.612,0.087,1.2,11.2,6.2,6.2,1.1,0.4,5.9,18.2,0.9,1.3,2.2,0.055999999999999994,-0.7,-2.3,-3,-0.5,2009,22.066,1.065999999999999,2
1929,2007,1,21,PHI,Daequan Cook,20.066,G,us,Ohio State University,2008,2013,328,18.3,6.4,2.1,0.7,0.4,0.1,0.369,0.38299999999999995,0.359,0.813,4.9,0.039,daequancook,Daequan Cook,SG,22,MIA,45,691,7.5,0.42200000000000004,0.498,0.099,1.5,12.3,7,9.8,1.1,1.2,8.3,19.6,-0.7,0.8,0.1,0.01,-3.4,-1.1,-4.5,-0.4,2010,23.066,1.065999999999999,3
1930,2007,1,21,PHI,Daequan Cook,20.066,G,us,Ohio State University,2008,2013,328,18.3,6.4,2.1,0.7,0.4,0.1,0.369,0.38299999999999995,0.359,0.813,4.9,0.039,daequancook,Daequan Cook,SG,23,OKC,43,598,12.8,0.63,0.851,0.11,1.6,12.1,7,5.3,1.2,0.1,8.2,15.7,1.2,0.4,1.6,0.126,2.5,-2.7,-0.2,0.3,2011,24.066,1.065999999999999,4
1931,2007,1,21,PHI,Daequan Cook,20.066,G,us,Ohio State University,2008,2013,328,18.3,6.4,2.1,0.7,0.4,0.1,0.369,0.38299999999999995,0.359,0.813,4.9,0.039,daequancook,Daequan Cook,SG,24,OKC,57,989,9.2,0.509,0.77,0.07400000000000001,1.5,11.9,7,2.3,1.1,0.8,5,14.7,0.8,0.8,1.6,0.078,-0.2,-2.4,-2.6,-0.1,2012,25.066,1.065999999999999,5
1935,2007,1,22,CHA,Jared Dudley,21.358,F-G,us,Boston College,2008,2018,788,23.4,8,3.3,1.6,0.8,0.2,0.467,0.518,0.396,0.733,40.3,0.105,jareddudley,Jared Dudley,PF,22,CHA,73,1384,13.6,0.528,0.11800000000000001,0.33899999999999997,10,13.8,11.9,9.3,2.1,0.5,11.1,14.9,1.8,1.1,2.9,0.1,-0.5,0.2,-0.3,0.6,2008,22.358,0.35800000000000054,1
1937,2007,1,22,CHA,Jared Dudley,21.358,F-G,us,Boston College,2008,2018,788,23.4,8,3.3,1.6,0.8,0.2,0.467,0.518,0.396,0.733,40.3,0.105,jareddudley,Jared Dudley,SF,23,CHA,20,427,10.6,0.507,0.083,0.25,7.3,9.8,8.6,7.3,2.3,0.4,8.6,12.9,0.3,0.5,0.8,0.094,-1.6,1,-0.6,0.1,2009,23.358,0.35800000000000054,2
1938,2007,1,22,CHA,Jared Dudley,21.358,F-G,us,Boston College,2008,2018,788,23.4,8,3.3,1.6,0.8,0.2,0.467,0.518,0.396,0.733,40.3,0.105,jareddudley,Jared Dudley,SF,23,PHO,48,728,15.2,0.588,0.349,0.429,9.5,13.7,11.7,7,2.7,0.6,12.8,15.6,1.3,0.6,1.9,0.126,1.9,-0.3,1.6,0.7,2009,23.358,0.35800000000000054,2
1939,2007,1,22,CHA,Jared Dudley,21.358,F-G,us,Boston College,2008,2018,788,23.4,8,3.3,1.6,0.8,0.2,0.467,0.518,0.396,0.733,40.3,0.105,jareddudley,Jared Dudley,SF,24,PHO,82,1991,13.6,0.612,0.535,0.282,5.9,9.8,8,7.9,2,0.6,11,13.7,4,1.3,5.3,0.129,3.3,0.4,3.7,2.9,2010,24.358,0.35800000000000054,3
1940,2007,1,22,CHA,Jared Dudley,21.358,F-G,us,Boston College,2008,2018,788,23.4,8,3.3,1.6,0.8,0.2,0.467,0.518,0.396,0.733,40.3,0.105,jareddudley,Jared Dudley,SF,25,PHO,82,2140,15.6,0.598,0.402,0.34700000000000003,6,11.2,8.6,7.6,2.1,0.7,9.6,16.9,4.2,1.4,5.6,0.126,2.6,0.2,2.8,2.5,2011,25.358,0.35800000000000054,4
1941,2007,1,22,CHA,Jared Dudley,21.358,F-G,us,Boston College,2008,2018,788,23.4,8,3.3,1.6,0.8,0.2,0.467,0.518,0.396,0.733,40.3,0.105,jareddudley,Jared Dudley,SG,26,PHO,65,2020,15.4,0.575,0.325,0.255,5.4,11.4,8.4,8.8,1.3,0.7,9.1,17.7,4,1.1,5.1,0.121,2.7,0,2.7,2.4,2012,26.358,0.35800000000000054,5
1948,2007,1,23,NYK,Wilson Chandler,20.054000000000002,F,us,DePaul University,2008,2018,590,31.1,13.5,5.4,1.8,0.7,0.6,0.445,0.496,0.341,0.769,26.8,0.07,wilsonchandler,Wilson Chandler,SF,20,NYK,35,685,11.7,0.48,0.124,0.223,6.1,15.3,10.6,8.1,1.1,1.8,9.2,19.2,0.2,0.4,0.5,0.038,-2.6,-0.9,-3.5,-0.3,2008,21.054000000000002,1.054000000000002,1
1949,2007,1,23,NYK,Wilson Chandler,20.054000000000002,F,us,DePaul University,2008,2018,590,31.1,13.5,5.4,1.8,0.7,0.6,0.445,0.496,0.341,0.769,26.8,0.07,wilsonchandler,Wilson Chandler,SF,21,NYK,82,2735,12.9,0.515,0.298,0.204,3.5,14.7,8.9,9.9,1.3,2,10.8,20.5,1,2.1,3.1,0.054000000000000006,-1.2,0.3,-0.9,0.8,2009,22.054000000000002,1.054000000000002,2
1950,2007,1,23,NYK,Wilson Chandler,20.054000000000002,F,us,DePaul University,2008,2018,590,31.1,13.5,5.4,1.8,0.7,0.6,0.445,0.496,0.341,0.769,26.8,0.07,wilsonchandler,Wilson Chandler,SG,22,NYK,65,2320,13.7,0.534,0.174,0.18600000000000003,4.5,12.7,8.5,9.8,1,1.6,10.4,20.2,1.8,0.9,2.7,0.057,-1,-0.8,-1.8,0.1,2010,23.054000000000002,1.054000000000002,3
1952,2007,1,23,NYK,Wilson Chandler,20.054000000000002,F,us,DePaul University,2008,2018,590,31.1,13.5,5.4,1.8,0.7,0.6,0.445,0.496,0.341,0.769,26.8,0.07,wilsonchandler,Wilson Chandler,SF,23,NYK,51,1759,15.7,0.5479999999999999,0.344,0.16699999999999998,4,15.8,9.8,8.1,1,2.9,8.1,21,2.3,1.2,3.4,0.094,0.7,-0.8,-0.2,0.8,2011,24.054000000000002,1.054000000000002,4
1953,2007,1,23,NYK,Wilson Chandler,20.054000000000002,F,us,DePaul University,2008,2018,590,31.1,13.5,5.4,1.8,0.7,0.6,0.445,0.496,0.341,0.769,26.8,0.07,wilsonchandler,Wilson Chandler,SF,23,DEN,21,642,11.6,0.505,0.311,0.174,2.4,16.1,9.4,8.3,1.1,2.8,12.5,20.6,-0.2,0.7,0.5,0.037000000000000005,-2.1,0.5,-1.6,0.1,2011,24.054000000000002,1.054000000000002,4
1954,2007,1,23,NYK,Wilson Chandler,20.054000000000002,F,us,DePaul University,2008,2018,590,31.1,13.5,5.4,1.8,0.7,0.6,0.445,0.496,0.341,0.769,26.8,0.07,wilsonchandler,Wilson Chandler,SF,24,DEN,8,215,9,0.445,0.152,0.152,3.4,18.4,11.1,12,1.4,2.2,17.6,21.2,-0.3,0.2,-0.1,-0.021,-4.5,0.5,-4,-0.1,2012,25.054000000000002,1.054000000000002,5
1960,2007,1,24,PHO,Rudy Fernandez,22.09,G,es,NA,2009,2012,249,24,9.1,2.4,2.2,1,0.2,0.39899999999999997,0.46299999999999997,0.36,0.84,14.2,0.114,rudyfernandez,Rudy Fernandez,SG,23,POR,78,1993,15.5,0.588,0.632,0.22699999999999998,2.9,10.1,6.4,12.7,1.9,0.5,11,18.4,4.3,1.8,6.1,0.147,3.6,-0.6,3.1,2.5,2009,24.09,1.0899999999999999,2
1961,2007,1,24,PHO,Rudy Fernandez,22.09,G,es,NA,2009,2012,249,24,9.1,2.4,2.2,1,0.2,0.39899999999999997,0.46299999999999997,0.36,0.84,14.2,0.114,rudyfernandez,Rudy Fernandez,SG,24,POR,62,1441,13.1,0.54,0.629,0.23199999999999998,3,11.2,7,13.8,2.4,0.6,13.4,17.7,1.4,1.6,3,0.10099999999999999,1.5,0.3,1.8,1.4,2010,25.09,1.0899999999999999,3
